"id","createdAt","updatedAt","title","tldr","description","creatorId","communityId","tokenSupplyOnCreate","deleted","createdAtBlock","legacyLockedScore"
574,"2023-09-09 20:51:15.238","2023-09-09 20:51:33.345","Sponsor John Wiz Candidate Prop at Nouns Dao","Create 100 GIFs over 100 days. 3D and 2D animations capturing relatable situations starring various nouns.","Hey! I'm Juan Giordano, a 3D artist and animator.
## PROP
You can see the full prop with samples and details [Here](https://nouns.wtf/candidates/0xa63ac1ac70a037ce317d1e928b56c73d5a95a26d-100-gifs-in-100--days---nouns-gif-collection) : [https://nouns.wtf/candidates/0xa63ac1ac70a037ce317d1e928b56c73d5a95a26d-](https://nouns.wtf/candidates/0xa63ac1ac70a037ce317d1e928b56c73d5a95a26d-100-gifs-in-100--days---nouns-gif-collection)

## Creating For Nouns
I have been creating content for Nouns and Lils for a while. I've made animations for Nouns Amigos and for Lils (I'm still creating more), as well as for Nouns (You can see all that content in the Candidate prop). After all this work, I would love to finally see one of my ideas on-chain, and I would love it even more with the support of Lil Nouns!

![alt-text](https://media.giphy.com/media/v1.Y2lkPTc5MGI3NjExNm8wZHk1OHBpYzIxaWJvOWd6ZW53MWd4ZnNiMDBhM2t3Z3ZxbGVkcyZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw/5DKoUvpIwMLPCMpr1v/giphy.gif)

Thank you very much for your support!
","0xa63aC1AC70A037CE317D1e928B56c73d5A95a26d",3,7128,TRUE,18101330,0
573,"2023-09-08 18:40:04.732","2023-09-08 18:40:04.732","Sponsor Arash's Candidate prop at NounsDAO","Lil Nouns to sponsor Arash's candidate prop for the video game at Nouns ","I've watched this trailer like 100 times. I think he's finally gotten this game in a good place, with a good ask to move it forward onchain at Nouns. He's been working hard for both DAOs and I think its time we support him in these efforts and keep him building with Nouns:

Lil Nouns to sponsor Arash's candidate prop for the video game at Nouns https://nouns.wtf/candidates/0x4756e5a5d0668195feb1ec0e7f96832ffc51c4a8-nounishpunk-playable-demo ","0xFC538FFD2923ddDaED09c8aD1a51686275C56183",3,7128,FALSE,18093540,0
572,"2023-09-07 21:19:07.889","2023-09-07 21:19:07.889","Strengthen Lil Value Proposition (Nouns Proposal)","A better trade than forking our Nouns?","Don't fork our Nouns, our big value prop is helping creators develop their ideas and then getting them to Nouns with a load of votes behind them. With that said, I think we should ask Nouns for 16 more Votes from the post-fork Nouns. Send the Nouns to a time-lock contract we setup so we can't sell them and they're essentially removed from circulation, Lil Nouns DAO benefit solely from increased vote weight as a subdao. Could be locked for 10+ years for e.g. The condition of this would be that we don't fork our Nouns.","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7128,FALSE,18087184,0
571,"2023-09-04 14:21:21.566","2023-09-04 14:21:21.566","Dynamic Quorum for Enhanced Governance","Minimum quorum %: 5%
Maximum quorum %: 10%
Coefficient: 1","CROSS POSTING FOR MILAD

Dynamic Quorum for Enhanced Governance
We already [discussed](https://lilnouns.proplot.wtf/idea/456) this long ago, but it was postponed due to lack of implementation of [required upgrade](https://lilnouns.wtf/vote/137) so far.

Dynamic Quorum Parameter
As articulated in this [detailed post](https://mirror.xyz/0x10072dfc23771101dC042fD0014f263316a6E400/96zSoFfiT_RM2o2P9UbVKxPzVpB_trZqUjzllBE00BE), three parameters need to be set for a dynamic quorum.

Current Settings
Currently, all parameters match the previous 10% base quorum and do not activate dynamic quorum.

Minimum quorum %: 10%
Maximum quorum %: 10%
Coefficient: 0

Proposed Settings
Reducing the minimum quorum should increase the percentage of successful “hell yes” proposals.

Set the coefficient to 1, such that each against vote raises the quorum requirement by one vote until the maximum quorum is reached

Minimum quorum %: 5%
Maximum quorum %: 10%
Coefficient: 1
","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7128,FALSE,18063676,0
570,"2023-09-04 13:54:42.781","2023-09-04 13:54:52.01","Nouns DAO Prop: Noun en Scène by chrismeetworld","https://hackmd.io/@chrismeetworld/noun-en-scene#TLDR","TL;DR Cinematic stills from a television series that doesn’t exist (yet!) starring Chip - a cookie Noun - and Benny - a rabbit Noun- in the surreal, funny and over-the-top adventures they find themselves on while trying to do good in the world.

Proposal: https://hackmd.io/@chrismeetworld/noun-en-scene#TLDR

Proposed on behalf of chrismeetworld

","0x66cd193d0C0Fb3B9b44Dd371107617A7e9f38184",3,7128,TRUE,18063544,0
569,"2023-09-04 13:53:48.97","2023-09-04 13:53:48.97","Nouns DAO Prop: Noun en Scène by chrismeetworld","https://hackmd.io/@chrismeetworld/noun-en-scene#TLDR","TL;DR Cinematic stills from a television series that doesn’t exist (yet!) starring Chip - a cookie Noun - and Benny - a rabbit Noun- in the surreal, funny and over-the-top adventures they find themselves on while trying to do good in the world.

Proposal: https://hackmd.io/@chrismeetworld/noun-en-scene

Proposed on behalf of https://twitter.com/chrismeetworld

","0x66cd193d0C0Fb3B9b44Dd371107617A7e9f38184",3,7128,FALSE,18063540,0
568,"2023-09-04 13:52:03.139","2023-09-04 13:54:12.939","Nouns DAO Prop: Noun en Scène by chrismeetworld","https://hackmd.io/@chrismeetworld/noun-en-scene#TLDR","TL;DR
Cinematic stills from a television series that doesn’t exist (yet!) starring Chip - a cookie Noun - and Benny - a rabbit Noun- in the surreal, funny and over-the-top adventures they find themselves on while trying to do good in the world.

Proposal: https://hackmd.io/@chrismeetworld/noun-en-scene#TLDR

Proposed on behalf of [chrismeetworld](https://twitter.com/chrismeetworld)","0x66cd193d0C0Fb3B9b44Dd371107617A7e9f38184",3,7128,TRUE,18063531,0
567,"2023-09-04 13:23:42.894","2023-09-09 20:51:39.988","Nouns GIF COLLECTION (Nouns Prop)","Prop to nouns making a 100 GIF collection featuring Nouns (2d and 3d art styles)","Hey Lils! I've been working on some nouns and Lil animations for a while. I'm currently preparing props for social media content for Lils, as many of you may know. However, in the meantime, I'd love to create some awesome props for nouns.

I'm planning on making 100 GIFs featuring different nouns. These GIFs will be fun, relatable, and very useful for chatting with friends! You can check out plenty of samples here:     https://giphy.com/channel/JohnWiz    (make sure to open each one to view them in good quality).

GIFs have become one of the most viral forms of content today, as they are used daily for chatting with friends. Currently, nouns don't have any GIFs in this style featuring nouns characters, and I think it would be a fantastic idea to change that!

My goal is to create 100 GIFs in 100 days.

ASK: 10 ETH","0xa63aC1AC70A037CE317D1e928B56c73d5A95a26d",3,7128,TRUE,18063391,0
566,"2023-09-01 19:51:44.057","2023-09-01 19:51:44.057","Automate Noun Votes for Lil-Sponsored Proposals","CREATE RULE to auto-cast DAO's Noun votes 'FOR' any Lil Nouns-sponsored proposal. <br><br>A 10% quorum on Prop Lot is needed to ACTIVATE this sponsorship.","Revise the current governance mechanism to automatically allocate the DAO's Noun votes in favor of any proposal sponsored by Lil Nouns. 

Bypassing the need for a separate snapshot vote. 

For this automatic voting to be triggered, the proposal must first achieve a 10% up votes (based on total Lils in the wild (**NOT** including burns OR Nouners OR NFTX) on Prop Lot AT THE FINISH OF A 7 Day Period. This will ensure community support. (especially since it is a net number)","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7128,FALSE,18043899,0
565,"2023-08-31 02:44:05.797","2023-08-31 02:44:05.797","Change Cadence of Auction","15 Min Is just too fast. ","Im not trying to SLOW emissions, but 15 is too dam fast. 

- fund a study of the different auction timeframes and list out the pro's and con's of each time
 - list time length
 - list and linearity changes
   - gnarving
   - supper voting shares

We need to plan for a post Nouns world. and that world needs a functioning auction mechanism.

Lets Discuss. ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7128,FALSE,18031648,0
564,"2023-08-31 02:28:22.025","2023-08-31 02:28:22.025","Change Reserve price to a dynamic pricing","Create a pricing model with parameters that update periodically and adjusts the reserve priced based on adjustments.

Idea based off @adrianmcli work https://hackmd.io/@adrianmcli/Byc_ktos3","Not much else other than the TLDR

It would need to be coded and implemented : COST
 - theoretically if we can drum up sales it pays for itself

It would need maintenance : COST
 - priced accordingly maintenance is necessary in any situation.","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7128,FALSE,18031571,0
563,"2023-08-30 11:22:24.057","2023-08-30 11:22:24.057","Sell 10 Nouns","RQ by Floor it and GTFO . a la English 

SQX; "" I like his style"" 

~330ETH","330 ETH Thats it.. thats the tweet. 

at current revenue run. thats nearly 330 months! ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7128,FALSE,18027087,0
562,"2023-08-24 21:23:49.838","2023-08-24 21:23:49.838","convert ETH to oETH for protocol experimentation","Test out oETH capabilities as a store of ETH value. 
- launched in May 2023
- 73m+ TVL in underlying ETH/LST deposit
- One of only five projects to receive the highest security rating of AAA from InsurAce
- Website / dApp: oeth.com)
","Origin has recently launched Origin ETH (OETH), a yield aggregator for ETH that generates superior returns for ETH holders. Origin has been around since 2017 and raised $38M from top investors including Pantera and Spartan Group. OETH is an additive solution to Lido and allows holders of ETH and stETH to earn additional yield. Launched three months ago, OETH already has $73M in TVL from a combination of DAOs and institutions and is the second biggest yield aggregator on Ethereum for ETH (https://defillama.com/yields?token=ETH&chain=Ethereum&category=Yield+Aggregator)

Additional resources and data:

- launched in May 2023
- 73m+ TVL in underlying ETH/LST deposit
- One of only five projects to receive the highest security rating of AAA from InsurAce
- Website / dApp: oeth.com
- Collateral - ETH, wETH, stETH, rETH, frxETH
- analytics: oeth.com/analytics
- 8.81% trailing 5 Day APY
- Docs here: [DOCS](https://docs.oeth.com/)","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7128,FALSE,17987218,0
561,"2023-08-23 23:48:26.037","2023-08-27 13:28:50.148","Prop House IRL Experience 💡 (Nouns DAO Prop)","Prop House is an excellent entry point for builders in the Nouns ecosystem. The Nouns in Rio team is requesting 18 ETH to create an engaging Prop House Experience in a hub brimming with innovators.","Nouns in Rio is planning an infinite funding round for builders in the Web3 ecosystem at Blockchain Rio from Sep 12-14. With 10 ETH, the team aims to fund ~30 projects up to 0.5 ETH each, connecting talented builders to Nouns DAO. The event booth will feature interactive displays to explore Prop House and invite attendees to submit proposals. This not only funds projects but fosters ongoing collaboration and innovation. Let's take Prop House IRL!

Full proposal: https://hackmd.io/@eusoujp/Bkr7_XJp2","0xa47f60564085b8792BaE197BE7762C7f7930eC67",3,7128,TRUE,17980791,0
560,"2023-08-17 11:01:03.444","2023-08-17 11:01:03.444","Prop House","Use items that are in current wallets to run small but impactful Prop House. Build on the Build on Base attention.","[![Screenshot-2023-08-17-055844.png](https://i.postimg.cc/BZLJYQSP/Screenshot-2023-08-17-055844.png)](https://postimg.cc/MXwkXwjz)

[![Screenshot-2023-08-17-055954.png](https://i.postimg.cc/Y0G2Qt9g/Screenshot-2023-08-17-055954.png)](https://postimg.cc/PvHkjs1r)

SOME SMALL FINE TUNING TO BE DONE YET","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7128,FALSE,17934105,0
559,"2023-08-05 17:39:12.637","2023-08-05 17:39:12.637","Get verify for the LIL NOUNS collection in Opensea","for Using the Opensea deals feature...","Get verify for the LIL NOUNS collection in Opensea. The new feature of Opensea deals is useful for exchanging liles with each other. We can exchange lils and everyone has their favorite lil with desired traits. For this, the collection must have a checkmark. badge requests for Lils must be registered.

https://support.opensea.io/hc/en-us/articles/360063519133-What-is-a-verified-account-or-badged-collection- How do I use the Deals feature? https://support.opensea.io/hc/en-us/articles/18477733878803-How-do-I-use-the-Deals-feature-
","0x8F4C87E30371Ee250C5ECa1fCFf33F534F2ece4a",3,7127,FALSE,17850313,0
558,"2023-08-04 20:49:14.737","2023-08-04 20:49:14.737","A Lil Solidarity (Nouns Prop)","Ask Nouns for between 10%-30% of the Nouns from the fork sent to a timelock contract (so they can't be sold) that delegates the voting rights to Lil Nouns DAO.","Ask Nouns for between 10%-30% of the Nouns from the fork.

We want to stand by Nouns and not fork our Nouns due to obvious reasons but there is an arbitrage play whereby it could be possible for us to exit and rejoin the DAO amassing more than our original number Nouns without spending addition ETH. We are extremely keen to own more Nouns so this has to be considered. There is big debate whether buying new Nouns right now is the best spend of our increasingly-limited treasury.

Receiving these locked Nouns would increase theoretical future BV of LIL and could drive more interest to LIL auctions which currently aren't seeing a huge amount of love. This is arguably the best entry point for Nounish collectors/those interested in governance of Nouns.

LIL should be seen as the lifeblood of Nouns and I personally believe it is in a (true) Nouner's interest to drive as much value to Lil Nouns DAO as possible. We aren't taking anything away from Nouns DAO here, just attempting to decentralise and expand the DAO to the right people.

","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7127,FALSE,17844101,0
557,"2023-08-02 07:39:49.344","2023-08-02 07:39:49.344","Indestructible Noggles (Nouns Prop)","Building Noggles that can withstand a bullet but mainly just look cool.","Build 6 pairs of indestructible Noggles (inc 1 PPP/prototype) for 26e.

They will be comically heavy/large and pretty much unusable but epic.

more info here: https://docs.google.com/document/d/1GxIknGpPb8tvpMODTvGOF36j9dD1Uk1AhsNWR9v2CSU/edit?usp=sharing","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7127,FALSE,17825880,0
556,"2023-08-02 07:37:10.546","2023-08-02 07:38:00.749","Bulletproof Noggles (Nouns Prop)","Building Noggles that can withstand a bullet but mainly just look cool.","Bulletproof Noggles
6
New
tl:dr
Building Noggles that can withstand a bullet but mainly just look cool.

Description
Build 6 pairs of bulletproof Noggles (inc 1 PPP/prototype) for 26e.

They will be comically heavy/large and pretty much unusable but epic.

more info here: https://docs.google.com/document/d/1GxIknGpPb8tvpMODTvGOF36j9dD1Uk1AhsNWR9v2CSU/edit?usp=sharing","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7127,TRUE,17825866,0
555,"2023-08-02 07:36:11.999","2023-08-02 07:36:41.681","Bulletproof Noggles","Building Noggles that can withstand a bullet but mainly just look cool.","Build 6 pairs of bulletproof Noggles (inc 1 PPP/prototype) for 26e.

They will be comically heavy/large and pretty much unusable but epic.

more info here: https://docs.google.com/document/d/1GxIknGpPb8tvpMODTvGOF36j9dD1Uk1AhsNWR9v2CSU/edit?usp=sharing","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7127,TRUE,17825861,0
554,"2023-08-01 23:07:02.52","2023-08-01 23:07:02.52","Lil Nouns Celebrates Nounishness (Nouns Prop)","Graduate this Prop to Nouns to: Add Nouns Vision Noggles to Nouns Protocol","Lil Nouns wants to celebrate Nounishness and mark the 2 year anniversary of Nouns by submitting a new pair of Noggles to the protocol - the Nouns Vision. We believe this celebrates a Nounish creator whilst adding a cool layer of meta to the artwork. More info on Nouns Vision: https://nounsvision.com/

In addition to adding new glasses, I think we should ask for 8.8e directly to the Lil Nouns Treasury for future funding efforts.

more info: https://docs.google.com/document/d/1YROqdomO-Wa6OtYPbVoREFfxiXl6nAr8CVLuXS5B5R8/edit?usp=sharing","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7127,FALSE,17823331,0
553,"2023-07-29 13:19:11.93","2023-07-29 13:19:35.412","Get verify for the LIL NOUNS collection in Opensea","for Using the Opensea deals feature...","Get verify for the LIL NOUNS collection in Opensea.
The new feature of Opensea deals is useful for exchanging liles with each other. We can exchange lils and everyone has their favorite lil with desired traits. For this, the collection must have a checkmark. badge requests for Lils must be registered.

https://support.opensea.io/hc/en-us/articles/360063519133-What-is-a-verified-account-or-badged-collection-
How do I use the Deals feature?
https://support.opensea.io/hc/en-us/articles/18477733878803-How-do-I-use-the-Deals-feature-

","0x8F4C87E30371Ee250C5ECa1fCFf33F534F2ece4a",3,7127,TRUE,17798946,0
552,"2023-07-29 13:19:10.896","2023-07-29 13:19:10.896","Get verify for the LIL NOUNS collection in Opensea","for Using the Opensea deals feature...","Get verify for the LIL NOUNS collection in Opensea.
The new feature of Opensea deals is useful for exchanging liles with each other. We can exchange lils and everyone has their favorite lil with desired traits. For this, the collection must have a checkmark. badge requests for Lils must be registered.

https://support.opensea.io/hc/en-us/articles/360063519133-What-is-a-verified-account-or-badged-collection-
How do I use the Deals feature?
https://support.opensea.io/hc/en-us/articles/18477733878803-How-do-I-use-the-Deals-feature-

","0x8F4C87E30371Ee250C5ECa1fCFf33F534F2ece4a",3,7127,FALSE,17798946,0
551,"2023-07-26 14:52:21.798","2023-08-02 07:31:08.474","Bulletproof Noggles By Lil Vision (nouns)","An R&D project exploring novel use cases for the Noggles, this is the pilot project; creating a pair of Noggles that can withstand a bullet."," What is Lil Vision? An R&D project exploring novel use cases for the Noggles, this is the pilot project.

What is the idea for the pilot project? Create a pair of Noggles that can withstand a bullet.

What is the cost? PPP Design/Dev (1 Prototype) - 4 ETH Batch Production of 5 devices - 22 ETH

What is the Timeline? Prototype design & development ~2 months Batch production of 5 devices ~4 months

What is the plan? Plan to auction one pair to the highest bidder to help fund the next prototype development in the Lil Vision project (TBA). Nouns could vote to decide on what happens with the Noggles but ideas include auctions, raffles, or given to content creators to put them to the test.

Total Ask - 26 ETH

Who are we?
British Product Designers/Engineers https://particlestudio.com/

more info here: https://docs.google.com/document/d/1GxIknGpPb8tvpMODTvGOF36j9dD1Uk1AhsNWR9v2CSU/edit?usp=sharing","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7127,TRUE,17777966,0
550,"2023-07-26 14:46:17.899","2023-07-26 14:53:47.411","Bulletproof Noggles By Lil Vision","An R&D project exploring novel use cases for the Noggles, this is the pilot project; creating a pair of Noggles that can withstand a bullet.
","<img src=""https://keep.google.com/u/0/media/v2/1UfnFn1EbgP5hK9xmPMozsRuES0iLoe9THMl1hdgpIe3rdVFlZfYuCgXuwVcQ-Pc/10SswIsFBWERSYBUMWOr0ut9bcqPgf5TfOjlAhSL1onVg0AATziFjxf011ZAJDXs?sz=512&accept=image%2Fgif%2Cimage%2Fjpeg%2Cimage%2Fjpg%2Cimage%2Fpng%2Cimage%2Fwebp"">

What is Lil Vision? 
An R&D project exploring novel use cases for the Noggles, this is the pilot project.


What is the idea for the pilot project? 
Create a pair of Noggles that can withstand a bullet.


What is the cost? 
PPP Design/Dev (1 Prototype) - 4 ETH
Batch Production of 5 devices - 22 ETH


What is the Timeline? 
Prototype design & development ~2 months
Batch production of 5 devices ~4 months 


What is the plan? 
Plan to auction one pair to the highest bidder to help fund the next prototype development in the Lil Vision project (TBA). Nouns could vote to decide on what happens with the Noggles but ideas include auctions, raffles, or given to content creators to put them to the test.


Total Ask - 26 ETH
","0xae4705dC0816ee6d8a13F1C72780Ec5021915Fed",3,7127,TRUE,17777936,0
549,"2023-07-26 12:18:18.437","2023-07-26 12:18:18.437","Sponsoring NFTYB x NOUNS V2 Prop On-Chain (nouns)","https://hackmd.io/54J8C26dS-KW71LzuTzlzQ?
After working on our V2 prop with community members and receiving good feedback all around, we're asking for lil nouns support by
sponsoring the NFTYB's V2 prop on NOUNS DAO.","Proposal to print 169 copies of the comprehensive NFT Yearbook, complete with an 8-page NOUNS opening chapter, and a Nounish cover sourced through Prop House, for worldwide distribution to key libraries & Museums, with a refund in case we fail. And More! For more details, please refer to the ""We Propose"" section.
Total cost: 23.1955 Ξ.","0x8E71bc5B07E7A2B188c50D55E346AFAA208bf7bE",3,7127,FALSE,17777202,0
548,"2023-07-03 15:20:06.794","2023-07-03 15:20:06.794","Sponsoring Mucho Love's Next Prop On-Chain (nouns)","https://hackmd.io/@necfas/Bk5LRgpDh","Proposal to keep funding Mucho Love over the next 6 months to ensure its sustained growth and expansion as a Nouns-Powered Social Impact Platform. Since Mucho Love started within Lil Nouns, it feels appropiate for it to be put up on-chain by Lil Nouns. ","0x1db19B9903c5510AA5a866ea643Eb021CD12Bda0",3,7088,FALSE,17614285,0
547,"2023-07-03 15:18:32.845","2023-07-03 15:18:48.829","Sponsoring Mucho Love's Next Proposal","https://hackmd.io/@necfas/Bk5LRgpDh","This is a proposal to keep funding Mucho Love over the next 6 months to ensure its sustained growth and expansion as a Nouns-Powered Social Impact Platform. Since Mucho Love began within Lil Nouns it feels appropriate for it to be submited through Lil Nouns.  ","0x1db19B9903c5510AA5a866ea643Eb021CD12Bda0",3,7088,TRUE,17614277,0
546,"2023-05-31 21:42:49.783","2023-05-31 21:42:49.783","Vote for any Nouns DAO Prop we Sponsor","Change the rule so that any Nouns DAO proposal Lil's sponsor circumvents the snapshot voting process and will automatically get the DAO's noun votes.","Change the rule so that any Nouns DAO proposal Lil's sponsor circumvents the snapshot voting process and will automatically get the DAO's noun votes. This new rule will require a 10% quorum on prop lot in order to get approved for sponsorship and also get Lil's Nouns votes. ","0x8BecD7EbF3F910090f9264DFD0Bb221Ea04af8c3",3,7088,FALSE,17381587,0
545,"2023-05-30 19:37:38.406","2023-05-30 19:37:38.406","ROKU : Enlist its services","Reach out to Honk and Nouns AI to enlist Roku in all its nounish service. ","Roku is in house AI. 

could we use something else, sure. and if Roku sucks we should find something else.

Meeting recording / route task -> automate / AI . free up utopian creative energies! ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17373863,0
544,"2023-05-30 15:08:35.397","2023-05-30 15:08:35.397","Remove 10% Lil Nounders and Nounder Rewards.","At the start this made sense and was an uncharted model. IMO it is now more of a crutch and a blocker to growth.","Removing these rewards does a few things:
- Removes future uncertainty as to how these NFT's will be used monetarily
- Removes an ever increasing quorum **WHEN** we have been burning maybe 40% of purchasable tokens (i made this number up fact checkers!)
- Can allow them to distribute to do and use as they please (OR NOT), BUT IMO the lack of ability for Dot to function as a member of say quantity similar to AL has negative consequences on the community and engagement. 

None of this is in suggestion to want to remove due to any reason I no longer see it as effective and even contributing to the current negative loop. ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17372530,0
543,"2023-05-30 15:04:00.865","2023-05-30 15:04:00.865","Name our 16 Nouns on NFTR","engage the community in a naming event and give our Nouns some pizzazz and personality","[![Screenshot-2023-05-30-082734.png](https://i.postimg.cc/nr9TZznj/Screenshot-2023-05-30-082734.png)](https://postimg.cc/tnyFN9Zp)

Name our Nouns NFT's on [NFTR](https://www.nftr.name/#/)

[![Screenshot-2023-05-30-082811.png](https://i.postimg.cc/L6QSsQkz/Screenshot-2023-05-30-082811.png)](https://postimg.cc/gnhQSDTJ)

**BASE IDEA** : Name our Nouns ~ [Nouns DAO Prop 280](https://nouns.wtf/vote/280)
- Curate off-chain through either [Calabara](https://calabara.com/), [Prop.House](https://prop.house/lil-nouns), and Snapshot

- Collect names through Calabara
- Vote through Snapshot or Prop.House

- Place on Chain recording by Lil Nounders and whales.
- **There is no reason for this to be cost intensive !! only fun!!**

**Second Idea** : Reward voters with some type of airdrop... art from PPP? commissioned?

- create a few works to airdrop based on participation. POAP + (airdropoooor.wtf is ready to handle this if we go this route)","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17372507,0
542,"2023-05-30 13:10:51.519","2023-05-30 13:11:05.845","Name our Nouns on NFTR","engage the community and give our Nouns some pizazz ","we have 16 Nouns. Lets Name them through [NFTR](https://www.nftr.name/#/)

","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,TRUE,17371953,0
541,"2023-05-30 13:04:40.347","2023-05-30 13:04:40.347","Restart Prop House","many different feelings toward Prop House and its effectiveness. Provide comments below on suggestions if upvote! ","Prop House is a stream of community involvement. good bad... IDK. but it is real. ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17371923,0
540,"2023-05-29 15:55:18.32","2023-05-29 15:55:18.32","Add ""Shephard Props"" to Lil Reps","Create a system that is valuable to all parties for Prop Sponsorship to Nouns DAO","Lots of discussion here, but never any tangible action.

**IDEAS**
- REQUIRE as many lils as needed to put on chain here as would be needed at Bigs. -> 7x.125 = .875 (and a decent member of the community after! (hopefully!! ))  
 - what this gets is lil reps as a steward to give advice . Provide assistance on Discourse and in the Jungle. Help in participation at town halls either through question asking or simply expanding listening group and reach of marketing. 
 - con lils are not needed to be held after. so be it is my take on this.
 - dont want it to be seen as a tax per se, especially because price above doesn't flow back to treasury... BUT if someone is going to request 50k to 1MM membership sponsorship of 1ETH seems fair. ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365665,0
539,"2023-05-29 15:46:20.78","2023-05-29 15:46:20.78","Sweep the floor up to .148","Why. well. no one is going to buy auction when floor is .125","Total cost of what is currently on market -> 5.18 ETH

[![Screenshot-2023-05-29-104435.png](https://i.postimg.cc/g03ZJ7W7/Screenshot-2023-05-29-104435.png)](https://postimg.cc/Jy4nYPt3)

p.s. dont love this idea. but activity and ability ot reward?? IDK. 

p.s.s. does this just reload sellers lower... my guess is eventually... especially if they know the DAO sweeps... ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365620,0
538,"2023-05-29 15:42:02.498","2023-05-29 15:42:02.498","Increase Cadence to 1 every 2 hours","Change the cadence. change the game. ","goes from 96 available to mint per day to 12. drastically reduces potential dilution in a way that BENEFITS current holders... ie  NOT price driven.

To acquire controlling stakes gets much harder and requires going through auction.  ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365599,0
537,"2023-05-29 15:11:35.417","2023-05-29 15:11:35.417","Lower reserve to .042 or .069 .. 4 da CULTURE",".15 never made sense. dont think .042 or .069 do really either .. but you know...","......","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365450,0
536,"2023-05-29 15:08:19.718","2023-05-29 15:08:19.718","Stake 75% the remaining treasury across pools.","I dont know enough about this. but staking for sake of staking and setting up a path toward incremental additions is how compounding works...

has to start somewhere","Lean on someone with more knowledge, but stake 75% of treasury with goal to stake 75% of monthly treasury intake as well. 

Why. well. why not. 

Operate with nouns. -> will force Lil Nouns to figure it out

on a timeline of forever there is never an amount to small or to late to get started. LFG. ","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365434,0
535,"2023-05-29 14:51:56.209","2023-05-29 14:51:56.209","Hire someone to go over ALL past expenditures","take a deep dive into past expenditures and if they provided any means of proliferation and if so ... to what reach and flywheel","do the thing no one wants to do. explore how the funding was spent -> where are these projects / people? What is the current use case of said projects? How many projects are we awaiting? Critical thinking on how we got to where we are.

","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365352,0
534,"2023-05-29 14:47:21.313","2023-05-29 14:47:21.313","Distribute remaining funds to token holders","Distribute treasury and work solely on future auctions and current Nouns.","yeah, i said it","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365329,0
533,"2023-05-29 14:45:37.914","2023-05-29 14:45:37.914","Purchase 1 Noun Per month","set up a sablier stream to NAC of 3 months. purchase 1 Noun per month for 3 months. total cost roughly 75ETH","Idea is to be in the market ""marketing"" during these 3 months each day. BUT actually acquire 1 per month .

Probably increase the max bid each week? 

WHY: 
1) Well we wont need to discuss Nouns for 2.5 months. 
2) Lil Nouns are being diluted out of power position daily","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365321,0
532,"2023-05-29 14:40:09.392","2023-05-29 14:40:09.392","refill NAC with 20 ETH. ","Bid every day Max Bid for marketing","TLDR says it all","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365293,0
531,"2023-05-29 14:38:44.444","2023-05-29 14:38:44.444","Acquire a selection of cc0 pieces","These would be used and displayed in our OM and Voxel properties. possibly create areas of outwards engagement.","small continual purchases:

If nouns are assets so can these other pieces. not only in the beauty of art (the ONLY reason we are buying as a DAO) but:

1) In potential rise in value along the time is forever curve.

2) Potential airdrops and claims that can be accumulated over time. 

Some general thoughts: Cryptoads / Dickbutts / goblin town / mfers / rektguy / tinydinos / moonbirds / grifters / tubby cats","0x2eE0485f71764bcD2062A84d9455688c581B90f8",3,7088,FALSE,17365286,0
